rec_id,depname,altname,includes,cntrycd,country,stprov,latdeg,latmin,latsec,latitude,londeg,lonmin,lonsec,longitude,deptype,discdate,startdate,oreton,cugrd,zngrd,pbgrd,augrd,aggrd,stringer,comments,depage,agemy,ore_area,ore_a,ore_b,alter_area,alter_a,alter_b,geochem,geochem_a,geochem_b,geophys,geophys_a,geophys_b,cover,lithotect,postmindef,meta_grade,synminint,postminint,syndepctrl
864,"Mic Mac",,,CNQU,Canada,Quebec,48,16,37,48.2769444444444,-78,-33,-52,-78.5644444444444,Bimodal-Mafic,1937,1942,0.73,0.16,0,0,4.4,0,yes,"Massive en echelon sheets, quartz stringer. Shear zone. Reported 0.07 g/t Ag.",Archean,2700,,0.015,0.012,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,,,stratigraphic
865,Milan,,,USNH,"United States","New Hampshire",44,34,43,44.5786111111111,-71,-15,-27,-71.2575,Bimodal-Mafic,>1870,1907,0.5,2.25,7.26,1.57,2.4,50,no,"Massive, dissemination, overlapping lenses, 0.008 km thickness. No wallrock alteration. North and South orebodies overlap and bends in strike and dip directions. South orebody crops out.",Ordovician,470,,0.17,0.015,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,"greenschist, amphibolite",no,no,stratigraphic
866,Millenbach,Dufault-Millenbach,,CNQU,Canada,Quebec,48,18,4,48.3011111111111,-79,-3,-7,-79.0519444444444,Bimodal-Mafic,1966,1971,3.21,3.43,4.23,0,0.89,52,yes,"Massive in at least 2 ore horizons, dissemination, stringer (120 m), Dadson and Hillman zones are stringer zones. Ore on top and flanks of small rhyolite domes.",Archean,2700,,0.82,0.82,,0.82,0.82,"Enriched Fe, Mn; depleted Si, Ca, Na",,,,,,701,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,yes,"stratigraphic contact"
867,Mobrun,Bouchard-Hébert,,CNQU,Canada,Quebec,48,23,20,48.3888888888889,-78,-53,-45,-78.8958333333333,Bimodal-Mafic,1955,1986,20.3,0.76,3.42,0,1.28,31.7,yes,"Massive, 0.02 km thickness, lenticular. Main Lens, 850 Lens, 870 Lens, 930 Len, 1100 Lens. Small stringer zone beneath the Main Lens. Stratigraphy given for Main lens.",Archean,2698,,0.31,0.18,,,,,,,,,,9.1,"Bimodal-mafic in oceanic arc",yes,"lower greenschist",no,yes,stratigraphic
869,Moinho,Aljustrel,,PORT,Portugal,Beja,37,52,51,37.8808333333333,-8,-10,-28,-8.17444444444445,Felsic,1954,"<1964, 2007",,,,,,,no,"Massive. 3 steeply dipping lenses, 50 m below surface. Ensialic rifted basin. 70 million t @ 1.5% Cu, 3.9% Zn, 1.28% Pb, 0.7 g/t Au, 34 g/t Ag, open down-plunge.",Carboniferous,320,0.07,,,,,,,,,,,,50,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,yes,stratigraphic
870,"Mokoman Lake","Knife Lake",,CNSK,Canada,Saskatchewan,55,52,20,55.8722222222222,-102,-44,-12,-102.736666666667,Felsic,1969,,,,,,,,no,"Massive. Resource indicated 5.44 million t @ 1.0% Cu, not fully explored.",Precambrian,1800,,,,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",,granulite,,,stratigraphic
871,"Moleon Lake",,,CNQU,Canada,Quebec,50,42,30,50.7083333333333,-74,-47,-30,-74.7916666666667,Bimodal-Mafic,1961,,0.18,1.7,2.96,0,0.65,37.7,no,"Massive, dissemination.",Archean,2800,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,no,yes,stratigraphic
872,Monpas,Albar,,CNQU,Canada,Quebec,48,36,54,48.615,-77,-52,-12,-77.87,Bimodal-Mafic,1945,,0.05,2,0.75,0,0,20.6,yes,"Massive lenses, chalcopyrite stringer, 0.00759 km thickness.",Archean,2800,,0.18,0.02,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
873,"Mons Cupri",,,AUWA,Australia,"Western Australia",-20,-52,-40,-20.8777777777778,117,48,20,117.805555555556,Bimodal-Mafic,1897,1899,30.9,0.8,0.17,0.1,0,1.8,yes,"Several lenses with some banding, massive, 0.02 km thickness; dissemination and patchy mineralization in footwall, chalcedonic veinlets in chlorite zone, chalcopyrite-quartz stockwork veins. Chlorite pipe is 250 m wide at top, narrows to 25 m at bottom, 1100 m long.",Archean,2990,,0.4,0.25,,1.1,0.25,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,"upper greenschist",yes,yes,stratigraphic
874,Mordey,Genex,,CNON,Canada,Ontario,48,29,4,48.4844444444444,-81,-33,-27,-81.5575,Bimodal-Mafic,1926,1960,,,,,,,no,"Massive, stringers, veinlets. Surface exposure. H, A, and C zones. Abitibi Belt. Reserves 1.84 million t @ 0.82% Cu, 1.6% Zn, not fully explored. Tholeiitic andesite and basalt and high-silica rhyolite.",Archean,2730,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,yes,"stratigraphic flows, breccia pipe"
875,Mos,,,NRWY,Norway,,66,14,30,66.2416666666667,14,26,0,14.4333333333333,Bimodal-Mafic,n.d,n.d,1.2,0.5,1.13,0.012,0,0,no,"Massive lenses, 49% S. Ensialic intraplate incipient rift.",Cambrian-Ordovician,500,,,,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,amphibolite,,,"contact between rhyolite tuff and keratophyre."
876,Moskogaissa,,,NRWY,Norway,,69,24,34,69.4094444444444,20,55,4,20.9177777777778,Mafic,1898,1898,0.04,6,0,0,0,0,yes,"Massive, dissemination, stringer. Besshi-type. Marginal back-arc rift, ensimatic.",Cambrian-Silurian,470,0.02,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",yes,"greenschist to amphibolite",,,stratigraphic
877,"Moulton Hill","Aldermac, Ascot",,CNQU,Canada,Quebec,45,25,35,45.4263888888889,-71,-48,-48,-71.8133333333333,Felsic,1942,1944,0.33,0.98,4.31,1.32,2.6,52.6,yes,"Massive 5 lenses, dissemination, stringer.",Ordovician,500,,1.0,,,,,,,,,,,6,"Bimodal-felsic in oceanic arc",yes,greenschist,no,yes,"contact between rhyolite tuff and flows"
878,"Mount Bulga",,,AUNS,Australia,"New South Wales",-33,-18,0,-33.3,149,18,0,149.3,Felsic,1892,1901,0.47,0.79,5,1.27,0.49,64,yes,"Massive narrow lens, pyrite-pyrrhotite dissemination, quartz-pyrite stockwork. 7 m thickness.",Silurian,430,,0.4,0.26,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,,no,no,stratigraphic
879,Mousoulos-Kalavasos,,"Mousoulos, Kalavasos, Mavridia, Mavri Sykia, Petra, Lantaria",CYPS,Cyprus,,34,47,28,34.7911111111111,33,15,27,33.2575,Mafic,1927,1937,6.92,1,0.5,0.01,1.7,6.1,yes,"Pyrite-chalcopyrite massive, 10 lenticular orebodies, pyrite dissemination, stockwork, 0.09 km thickness. Surface gossan.",Cretaceous,100,,0.15,0.13,,0.3,0.3,,,,,,,0,"Mafic in midoceanic ridge",,,no,yes,stratigraphic
880,"Mount Chalmers",,,AUQL,Australia,Queensland,-23,-18,-1,-23.3002777777778,150,39,8,150.652222222222,Felsic,1860,1896,4.29,1.64,3.51,1.01,2.05,42,yes,"Massive, 0.05 km thickness, elliptical pipe-shape. Main and West lode. Pyrite-rich stringer zone below Main extends 200 m north beyond the limit of the massive ore. Main Lode is 500 m long, 100 m wide, up to 60 m thick. West Lode is 150 m SW of the Main Lode, is 200 m long, 90 m wide, 30 m thick. Gossan present.",Permian,270,,0.25,0.11,,,,"Na depleted, Mg enriched; alteration index increases toward ore",,,,,,10,"Siliciclastic-felsic in mature epicontinental arc",no,sub-greenschist,no,yes,stratigraphic
881,"Mount Morgan",,,AUQL,Australia,Queensland,-23,-38,0,-23.6333333333333,150,22,0,150.366666666667,Felsic,1882,1902,80,0.75,0,0,3.8,1,yes,"Massive boot-shaped, dissemination. Main Ore Pipe and Sugarloaf orebody. Island arc setting. Gossan present. Tonalite intrusion has been thought to contribute to late overprint mineralization.",Devonian,390,0.13,0.64,0.27,,1.5,1,"Enriched Si, K, Fe, S; depleted Al, Na, Ca, Mg",,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,"stratigraphic, breccia pipe, shear zone"
882,"Mount Mulcahy",,,AUWA,Australia,"Western Australia",-27,-3,-28,-27.0577777777778,117,41,44,117.695555555556,Mafic,<1954,1954,0.25,3.77,2.75,0,0,0,yes,"Several lenses, pyrite-rich dissemination lower zone, Zn-rich upper zone, quartz-sulfides stringer (stockwork)",Archean,3200,,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",no,greenschist,no,no,stratigraphic
883,"Mount Lyell","Iron Blow","South Lyell, West Lyell, Prince Lyell, Razorback, A Lens, Royal Tharsis, Western Tharsis, North Lyell, Twelve West, Crown Lyell 2, Lyell Tharsis, Crown Lyell 3, Crown Lyell 1, Cape Horn, Lyell Comstock, Tasman Crown, King Lyell, Lyell Blocks, Lyell Consols",AUTS,Australia,Tasmania,-42,-3,-52,-42.0644444444444,145,35,12,145.586666666667,Felsic,1883,1896,312,1,0,0,0.3,0,yes,"Pyrite-chalcopyrite-sphalerite-galena massive, pyrite-chalcopyrite dissemination, quartz-bornite and pyrite-chalcopyrite stringer. Orebodies: South Lyell, West Lyell, Royal, Tharsis, Comstock, Crown Lyell No. 1, Crown Lyell No. 2, Crown Lyell No. 3, North Lyell, Copper Clay, Cape Horn, Twelve West, Lyell Tharsis, Lyell Comstock, Blow, Tasman, Crown Lyell Extension, Crown Three. Tilting and erosion may have removed part of the deposit, which may explain the lack of lead and zinc deposits. Gossan present. Large alteration zone along a fault may have been a feeder zone for the mineralization. Extensional basin in an arc-continental collision zone.",Cambrian,502,,4.0,1.0,,8,0.8,Na-depletion,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"greenschist, quartz+albite+phengite+chlorite+K-feldspar+calcite in felsic volcanics; chlorite+albite+actinolite+epidote+quartz in intermediate to mafic volcanics, 275?-350, 2 kb",yes,yes,stratigraphic
884,"Murray Brook",,,CNNB,Canada,"New Brunswick",47,31,31,47.5252777777778,-66,-26,-4,-66.4344444444444,Felsic,1956,1989,23.4,0.44,1.79,0.61,0.1,34,no,"Massive and semi-massive. Gossan outcrop. Only the gossan cap was mined for Au and Ag in an open pit. Ensialic backarc rift basin.",Ordovician,445,,0.43,0.18,,0.76,0.12,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,stratigraphic
885,"Myra Falls-Lynx","Buttle Lake","Myra Falls, Lynx, Gap, Battle, Extension, H-W",CNBC,Canada,"British Columbia",49,34,12,49.57,-125,-35,-27,-125.590833333333,Felsic,1919,1967,,,,,,,yes,"Massive lenses, dissemination, stringer, 0.01 km thickness. Myra, Lynx, H-W, Battle, Gap, and Extension zones combined tonnage is 26.5 million t @1.87% Cu, 6.64% Zn, 0.6% Pb, 2.0 g/t Au, 54.5 g/t Ag. This tonnage is a minimum because not all orebodies have been included within 500 m (Ridge East, Ridge West, and other smaller bodies).","Late Devonian",370,,0.24,0.03,,,,,,,,,,0,"Bimodal-felsic in epicontinental arc",yes,greenschist,yes,yes,stratigraphic
886,"North Keystone",,,USCA,"United States",California,37,59,15,37.9875,-120,-38,-53,-120.648055555556,Felsic,1861,1861,0.21,2.2,0,0,0.02,1.3,yes,"Massive elongate lenticular bodies, stringer zone of interconnected anastomosing veinlets, dissemination.",Jurassic,170,0.001,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,no,yes,stratigraphic
887,Nasliden,,,SWDN,Sweden,,65,5,58,65.0994444444444,19,6,14,19.1038888888889,Felsic,1920,1969,1.1,1.15,3.09,0.32,1.4,38,no,"Massive, dissemination. 3 en echelon bodies at Nasliden Sodra, 5 lenses at Nasliden Norra in two separate horizons on SW flank of volcanic dome. Age 1950-1825.",Proterozoic,1950,0.0035,,,,,,,,,,,,18,"Bimodal-felsic in epicontinental arc",,greenschist,,,stratigraphic
888,Nepisiguit,,,CNNB,Canada,"New Brunswick",47,22,48,47.38,-66,-1,-50,-66.0305555555556,Felsic,1956,1962,2.64,0.28,2.3,0.54,0,10.3,no,"Massive lenses, A, B, and Wedge zones.",Ordovician,445,0.01,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,no,"contact between rhyolite porphyry and tuff and graphitic argillite"
889,"New Bay Pond",,,CNNF,Canada,Newfoundland,49,16,30,49.275,-55,-37,-58,-55.6327777777778,Bimodal-Mafic,1971,,18.1,0.5,2,0,0,0,no,Massive.,Ordovician,445,0.02,0.52,0.061,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,,
890,"New Hosco",,,CNQU,Canada,Quebec,49,47,23,49.7897222222222,-77,-50,-5,-77.8347222222222,Bimodal-Mafic,1958,1963,2.05,1.33,0.99,0,0.034,4.5,yes,"Massive lenticular, dissemination, stringer, 0.09 km thickness.",Archean,2725,,0.31,0.31,,,,,,,gravity,0.24,0.1,23,"Bimodal-mafic in oceanic arc",yes,"lower greenschist",no,yes,stratigraphic
891,Newton,,,USCA,"United States",California,38,20,28,38.3411111111111,-120,-53,-15,-120.8875,Felsic,1861,1863,0.15,3.51,0.2,0,0.17,13.6,no,"Massive lens, 0.002 km thickness. West limb of overturned anticline.",Jurassic,170,0.00035,0.26,0.14,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,,,stratigraphic
892,Louvicourt,"Nine Mile Brook",,CNNB,Canada,"New Brunswick",47,23,15,47.3875,-65,-56,-7,-65.9352777777778,Bimodal-Mafic,1964,,0.14,0.42,1.07,1.23,1.03,87.1,yes,"Massive lens, 0.05 km thickness. Smyth deposit is cigar shaped, 152 m long, 7.6 m wide. Gossan outcrop.",Ordovician,445,,0.15,0.12,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,yes,"contact between graphitic argillite and rhyolite tuff, shear zone, brecciated zone"
893,"Nordre Gjetryggen","Nordre Gruve",,NRWY,Norway,,62,4,0,62.0666666666667,10,5,0,10.0833333333333,Bimodal-Mafic,n.d,1748,4.5,1.3,5.25,0,0,0,no,"Massive, dissemination lenses, 34% S, 0.002 km thickness. 5 mines: Nodre Geitryggen, Sondre Geitryggen, Folldal Hovedgrube, Nygruben, Grimsdalgruben. Marginal back-arc rift.",Ordovician,470,,0.51,0.42,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,greenschist,,,stratigraphic
894,Norita,"Radiore A","Norita, Norita East",CNQU,Canada,Quebec,49,47,4,49.7844444444444,-77,-38,-57,-77.6491666666667,Bimodal-Mafic,1957,1976,4.67,1.8,4,0,0.69,27.4,yes,"Massive lenses, stringer zone (not thought to be related). Marker, B, A, Main zones. Norita East deposit is 450 m to the east of Norita. Stratigraphy given at the Main zone.",Archean,2725,,0.6,0.04,,,,,,,,,,20,"Bimodal-mafic in oceanic arc",yes,greenschist,yes,yes,stratigraphic
895,Normetal,Abana,,CNQU,Canada,Quebec,49,0,9,49.0025,-79,-21,-56,-79.3655555555556,Bimodal-Mafic,1925,1937,10.1,2.15,5.12,0,0.55,45,yes,"Massive layers, pyrite-sphalerite dissemination, chalcopyrite stringer, 0.02 km thickness. Overturned beds.",Archean,3100,,2.47,0.37,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,"greenschist, amphibolite",no,yes,stratigraphic
896,"North Boundary",,,CNNB,Canada,"New Brunswick",47,19,0,47.3166666666667,-66,0,0,-66,Felsic,n.d,,0.46,0.6,9,3,0,0,no,"Massive, dissemination.",Ordovician,445,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,stratigraphic
897,"North Star",,,CNMN,Canada,Manitoba,54,45,52,54.7644444444444,-101,-34,-48,-101.58,Bimodal-Mafic,"1930 or 1949",1954,0.24,6.11,0,0,0.343,7.89,no,"Massive, 0.006 km thickness. Beneath Thompson Lake 137 m deep. Island arc tholeiite.",Proterozoic,1800,,0.14,0.08,,,,,,,,,,137,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,stratigraphic
899,"Number 9",,,AUWA,Australia,"Western Australia",-16,-44,-6,-16.735,127,37,0,127.616666666667,Mafic,<1971,,1.84,0.5,0,0,0,0,yes,"Massive, stringer. Carson Volcanics, average 500 m thick, tholeiitic. Tectonic setting uncertain.",Paleoproterozoic,1800,,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",yes,,no,no,stratigraphic
900,"Nuqrah South",,,SAAR,"Saudi Arabia",Hail,25,35,43,25.5952777777778,41,26,33,41.4425,Bimodal-Mafic,1965,,0.94,1.09,6.97,3.07,4.86,181.25,yes,"Massive, multiple lenses. pyrite-chalcopyrite-sphalerite-chlorite stockwork 80 m below South Nuqrah. Numerous NW-SE faults offset mineralization, possible partly overturned beds.",Proterozoic,839,,0.28,0.04,,,,,,,"None for airborne EM survey, weak insignificant anomalies with SP",,,0,"Bimodal-mafic in epicontinental arc",yes,greenschist,no,yes,stratigraphic
901,"Ny Sulitjelma",Sulitjelma,,NRWY,Norway,,67,8,19,67.1386111111111,16,7,27,16.1241666666667,Bimodal-Mafic,>1890,1893,2.3,2,0.55,0,0,0,no,"Massive plate, 20% S, 0.006 km thickness. Marginal back-arc rift, ensimatic.",Ordovician,470,0.07,0.943,0.286,,,,,,,,,,,"Bimodal-mafic in oceanic arc",yes,greenschist,,,stratigraphic
902,"Old Waite",,,CNQU,Canada,Quebec,48,20,25,48.3402777777778,-79,-5,-23,-79.0897222222222,Bimodal-Mafic,1925,1928,1.13,4.7,2.98,0.038,1.1,21.7,no,"Massive, 0.05 km thickness. Three orebodies: No. 1, No. 2, No. 3.",Archean,2700,,0.28,0.08,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist,no,yes,"contact between andesite flow and rhyolite flow."
903,Elizabeth,,,USVT,"United States",Vermont,43,49,12,43.82,-72,-20,-15,-72.3375,Mafic,1793,1830,,,,,,,no,"Four massive lenses, average 7 m thick, maximum 20 m thick. Production 2.9 million t @ 1.8% Cu, 0.5% Zn, 5.4 g/t Ag, 0.34 g/t Au.","Early Devonian",500,,3.4,0.02,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,"amphibolite (cordierite-sillimanite)",no,yes,stratigraphic
904,"Orange Point",,,USAK,"United States",Alaska,58,55,16,58.9211111111111,-137,0,0,-137,Mafic,1967,,,,,,,,no,"Massive, dissemination, elongate zones. Besshi-type deposit. Reserves estimated at over 1 million t with maximum grades reported at 5.2% Cu, 19% Zn, 0.16% Pb, 3.5 g/t Au, 70 g/t Ag. Not fully explored, additional ore expected with further exploratory drilling. In Glacier Bay National Park.",Permian,270,0.00249,0.17,0.024,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,yes,stratigraphic
905,Orchan,,,CNQU,Canada,Quebec,49,42,30,49.7083333333333,-77,-42,-32,-77.7088888888889,Bimodal-Mafic,1958,1963,4.87,1.05,9.49,0,0.2,19.5,yes,"Massive, dissemination, stockwork. 4 orebodies: No. 1, No. 2, No. 3, South Bell Allard.",Archean,2800,,,,,,,,,,"vertical loop electromagnetic",0.4,0.2,23,"Bimodal-mafic in oceanic arc",yes,"lower greenschist",no,yes,"contact between tuff and rhyolite flow."
906,"Ore Hill",Warren,,USNH,"United States","New Hampshire",43,56,14,43.9372222222222,-71,-56,-55,-71.9486111111111,Bimodal-Mafic,,,0.1,0.5,21,11.4,2.7,274,no,"Massive thick lens 0.003 km thickness.",Ordovician,470,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,"amphibolite, greenschist",,,stratigraphic
907,Orijarvi,,,FNLD,Finland,,60,13,36,60.2266666666667,23,32,41,23.5447222222222,Bimodal-Mafic,1757,1760,1.2,0.94,0.61,0.18,0.4,10,yes,"Massive lens, dissemination, stringer. Orebody branched downwards from the surface into projections and lenses, strike E-W, dip 70?N to a depth of 100 m; between 100-200 m levels dip was S, deeper it was N. Plunge 35-50?E, slightly steeper than regional fold axis 10-20?E. Two ore types, sulfide lens in tremolite skarn and disseminations in cordierite-anthophyllite.",Proterozoic,1898,,,,,,,,,,,,,0,"Bimodal-mafic in epicontinental arc",yes,amphibolite,yes,yes,stratigraphic
908,"Osborne Lake",,,CNMN,Canada,Manitoba,54,57,31,54.9586111111111,-99,-43,-48,-99.73,Bimodal-Mafic,1956,1968,3.38,3.14,1.52,0,0.68,6.17,no,"Massive. Island arc tholeiite.",Proterozoic,1800,,,,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",,greenschist,,,stratigraphic
909,Oshio,,,JAPN,Japan,Fukushima,37,23,56,37.3988888888889,139,25,34,139.426111111111,Felsic,1955,,3.66,1.12,2.87,0.71,0.2,32,yes,"Massive, breccia ores, bedded black ore, semi-black ore, yellow ore, network disseminated zone.",Miocene,15,0.05,0.3,0.2,analcime,4.0,3.5,,,,,,,150,"Siliciclastic-felsic in mature epicontinental arc",no,,yes,yes,"contact between rhyolite lapilli tuff and rhyolite sandy tuff."
910,"Ostra Hogkulla",,,SWDN,Sweden,,65,0,59,65.0163888888889,19,29,52,19.4977777777778,Felsic,<1939,1950,0.11,0.18,21.1,0.59,0.6,96,no,"Massive, dissemination. 2 lenses.",Proterozoic,1950,,0.2,0.17,,,,,,,,,,0,"Bimodal-felsic in epicontinental arc",yes,"greenschist to amphibolite",no,yes,stratigraphic
911,Oxec,,,GUAT,Guatamala,,15,33,0,15.55,-89,-43,0,-89.7166666666667,Mafic,1957,1975,0.91,3,0,0,0,0,yes,"Massive, dissemination, stockwork, long and narrow, digitated, doubly convex, polygonal, pencil-like, wedge-shaped; large pods 2-30 m wide, 40-80 m long, 2-15 m high; ore zone 800 m long, quartz-pyrite-chalcopyrite stringer zone. Fault bounds deposit on E side. Dikes of basalt divide the deposit into smaller blocks. Ocean crust ophiolite.",Cretaceous,100,,0.8,,,,,,,,,,,,"Mafic in midoceanic ridge",yes,,no,yes,stratigraphic
912,"Pabineau River",,,CNNB,Canada,"New Brunswick",47,27,2,47.4505555555556,-65,-55,-27,-65.9241666666667,Felsic,1953,,0.36,1.36,5.5,2.7,0,23.7,no,"Massive, dissemination.",Ordovician,445,,0.37,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,yes,stratigraphic
913,Paronen,Ylojarvi,,FNLD,Finland,,61,36,59,61.6163888888889,23,31,2,23.5172222222222,Felsic,1937,1943,1.5,1,0,0,0,0,no,"Massive, breccia, 0.08 km thickness.",Proterozoic,2050,,0.3,,,,,,,,,,,0,"Bimodal-felsic in epicontinental arc",,,,,stratigraphic
914,"Parys Mountain",,,GRBR,"Great Britain",,53,22,0,53.3666666666667,-4,-19,0,-4.31666666666667,Felsic,1768,1768,,,,,,,yes,"Massive, dissemination, stockwork, vein, 0.32 km thickness. Surface gossans. Orebodies named Engine, Chapel, Central, White Rock. Tholeiitic or alkaline/subalkaline, bimodal, continental intra-plate rift basin. Total resources 33.7 million t @ 1.06% Cu, open. Massive ore given at 15 million t @ 1.8% Cu, 3.5% Pb, 6.6% Zn, 130 g/t Ag, 1.0 g/t Au, and mixed massive and disseminated ore 6.5 million t @ 2.3% Cu, 2.7% Pb, 5.3% Zn, 41 g/t Ag, 0.45 g/t Au (Tyler, 2003).",Silurian,436,,2.16,0.46,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,yes,"stratigraphic contact"
915,Pasuquin,"Philippines Copper",,PLPN,Philippines,"Ilocos Norte",18,23,0,18.3833333333333,120,42,0,120.7,Mafic,<1937,1937,0.05,3,0,0,0,0,no,"Massive. Gossan at surface. Accreted ocean crust.",Eocene-Pliocene,20,,,,,,,,,,,,,0,"Mafic in midoceanic ridge",yes,,yes,yes,"contact between limestone and serpentine"
916,Pater,,,CNON,Canada,Ontario,46,12,25,46.2069444444444,-82,-38,-57,-82.6491666666667,Bimodal-Mafic,1954,1960,2.09,1.71,0,0,0,0,no,"Massive, 0.0027 km thickness. Exposed at surface and rusty gossans.",Archean,2700,,0.88,0.4,,,,,,,,,,0,"Bimodal-mafic in oceanic arc",yes,greenschist?,no,yes,"contact between rhyolite flows and tuffs and intermediate volcanics."
917,Paymogo,"Nuestra Senora del Carmen",,SPAN,Spain,Huelva,37,44,5,37.7347222222222,-7,-20,-8,-7.33555555555556,Felsic,<1862,1862,0.82,2.4,1.25,0.7,1,157,no,"Massive. 3 zones: E, W, Central zones. Tornos and others (2000) reports 2.5 million t @ 0.85% Cu, 2.0% Zn, 0.9% Pb, 0.7 g/t Au, 35 g/t Ag (same as reported for Nueva Almagrera).","Upper Devonian-Lower Carboniferous",340,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,no,"contact between shale and quartz keratophyre."
918,Pecos,"Willow Creek",,USNM,"United States","New Mexico",35,45,28,35.7577777777778,-105,-40,-6,-105.668333333333,Felsic,1881,1905,2.09,0.9,12.5,4.6,3.4,130.2,no,"Dissemination, massive. Evangeline and Katydid orebodies.",Proterozoic,1800,,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,,,,stratigraphic
919,Pelican,,,USWI,"United States",Wisconsin,45,34,26,45.5738888888889,-89,-24,-7,-89.4019444444444,Felsic,1974,,2.7,1,4.5,0,0,0,yes,"Massive lens, 0.02 km thickness. Stockwork of chalcopyrite-pyrite-magnetite in footwall.",Proterozoic,1835,,0.33,0.2,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,"amphibolite (sillimanite-cordierite), lower greenschist",no,yes,stratigraphic
920,Penn,,"Edna, Constellation, Constitution, Ingomar",USCA,"United States",California,38,13,50,38.2305555555556,-120,-52,-26,-120.873888888889,Felsic,1861,1861,0.88,4.24,1.14,0.06,2.38,75,no,"Massive lenticular bodies (pyrite-sphalerite-chalcopyrite-bornite), dissemination (pyrite-sphalerite-chalcopyrite), stringer (pyrite-chalcopyrite-bornite-tetrahedrite-gold). Synmineral quartz porphyry. West limb of overturned south plunging anticline.",Jurassic,170,0.00249,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,yes,no,stratigraphic
921,Penobscot,"Harborside, Cape Rosier",,USME,"United States",Maine,44,20,55,44.3486111111111,-68,-48,-37,-68.8102777777778,Felsic,1881,1968,0.8,1.25,5.5,0.5,0,17.1,yes,"Massive lenses, 0.005 km thickness, come banding, colloform, framboid textures, poorly zoned. Subduction zone or extensional rift in post-arc setting. No strike dimension available.",Silurian-Devonian,415,,0.5,0.06,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",no,"lower greenschist",yes,no,stratigraphic
922,Peravasa,,,CYPS,Cyprus,,34,53,1,34.8836111111111,32,43,33,32.7258333333333,Mafic,1954,1954,0.09,0.76,0,0,0,0,yes,"Massive, stockwork.",Cretaceous,100,,,,,,,,,,,,,0,"Mafic in midoceanic ridge",,,,,stratigraphic
923,Perrunal,"El Perrunal",,SPAN,Spain,Huelva,37,42,27,37.7075,-6,-52,-40,-6.87777777777778,Felsic,1563,1901,12,0.35,0.4,0.16,0,0,no,"Massive, 0.03 km thickness.","Upper Devonian-Lower Carboniferous",340,,0.35,0.3,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,no,"contact between jasper and rhyolite tuff-rhyolite porphyry"
